Pattern,MatchesList,Use,Matches,Clue,Answer,Quality,Difficulty,Reviewed
s_rbet,"['sorbet', 'surbet']",,sorbet surbet,,,,,FALSE
sor_et,"['sorbet', 'sordet']",,sorbet sordet,,,,,FALSE
fa_ler,"['faller', 'fabler']",,faller fabler,,,,,FALSE
he_ira,"['hegira', 'hejira']",,hegira hejira,,,,,FALSE
_abala,"['cabala', 'kabala']",,cabala kabala,,,,,FALSE
lo_ver,"['louver', 'loover']",,louver loover,,,,,FALSE
ki_tle,"['kittle', 'kirtle']",,kittle kirtle,,,,,FALSE
broo_y,"['broody', 'broomy']",,broody broomy,,,,,FALSE
rene_e,"['renege', 'reneye']",,renege reneye,,,,,FALSE
ba_ata,"['balata', 'batata']",,balata batata,,,,,FALSE
m_ting,"['muting', 'miting']",,muting miting,,,,,FALSE
dehor_,"['dehors', 'dehorn', 'dehort']",,dehors dehorn dehort,,,,,FALSE
_arron,"['marron', 'garron']",,marron garron,,,,,FALSE
mi_ken,"['milken', 'misken']",,milken misken,,,,,FALSE
mil_en,"['milken', 'milden']",,milken milden,,,,,FALSE
quini_,"['quinia', 'quinic']",,quinia quinic,,,,,FALSE
havi_r,"['havior', 'havier']",,havior havier,,,,,FALSE
_ttria,"['yttria', 'ittria']",,yttria ittria,,,,,FALSE
yttri_,"['yttria', 'yttric']",,yttria yttric,,,,,FALSE
inc_se,"['incise', 'incase', 'incuse']",,incise incase incuse,,,,,FALSE
meste_,"['mester', 'mestee']",,mester mestee,,,,,FALSE
_laggy,"['flaggy', 'slaggy', 'claggy']",,flaggy slaggy claggy,,,,,FALSE
nerei_,"['nereis', 'nereid']",,nereis nereid,,,,,FALSE
gossa_,"['gossan', 'gossat']",,gossan gossat,,,,,FALSE
plac_t,"['placet', 'placit']",,placet placit,,,,,FALSE
_ecern,"['decern', 'secern']",,decern secern,,,,,FALSE
decer_,"['decern', 'decerp']",,decern decerp,,,,,FALSE
recu_e,"['recuse', 'recure', 'recule']",,recuse recure recule,,,,,FALSE
pate_a,"['patera', 'patena', 'patela']",,patera patena patela,,,,,FALSE
in_ice,"['indice', 'intice']",,indice intice,,,,,FALSE
indi_e,"['indice', 'indite']",,indice indite,,,,,FALSE
p_rfit,"['parfit', 'perfit']",,parfit perfit,,,,,FALSE
hoo_oo,"['hoodoo', 'hoopoo']",,hoodoo hoopoo,,,,,FALSE
bosse_,"['bossed', 'bosset']",,bossed bosset,,,,,FALSE
thena_,"['thenar', 'thenal']",,thenar thenal,,,,,FALSE
up_low,"['upflow', 'upblow']",,upflow upblow,,,,,FALSE
_arlet,"['varlet', 'earlet']",,varlet earlet,,,,,FALSE
_urler,"['hurler', 'curler', 'burler']",,hurler curler burler,,,,,FALSE
hu_ler,"['hurler', 'huller']",,hurler huller,,,,,FALSE
hur_er,"['hurler', 'hurter']",,hurler hurter,,,,,FALSE
ch_mic,"['chemic', 'chymic']",,chemic chymic,,,,,FALSE
t_ring,"['thring', 'taring']",,thring taring,,,,,FALSE
fondu_,"['fondue', 'fondus']",,fondue fondus,,,,,FALSE
clav_s,"['clavus', 'clavis']",,clavus clavis,,,,,FALSE
_abber,"['jabber', 'dabber', 'gabber']",,jabber dabber gabber,,,,,FALSE
c_mene,"['cumene', 'cymene']",,cumene cymene,,,,,FALSE
fasce_,"['fasces', 'fascet']",,fasces fascet,,,,,FALSE
fl_tch,"['fletch', 'flitch']",,fletch flitch,,,,,FALSE
fle_ch,"['fletch', 'flench']",,fletch flench,,,,,FALSE
c_rven,"['carven', 'corven']",,carven corven,,,,,FALSE
car_en,"['carven', 'careen']",,carven careen,,,,,FALSE
_ersal,"['versal', 'hersal']",,versal hersal,,,,,FALSE
mugg_r,"['mugger', 'muggur', 'muggar']",,mugger muggur muggar,,,,,FALSE
mugge_,"['mugger', 'mugget']",,mugger mugget,,,,,FALSE
da_dle,"['dawdle', 'dandle', 'daddle']",,dawdle dandle daddle,,,,,FALSE
the_al,"['thecal', 'thenal']",,thecal thenal,,,,,FALSE
_umish,"['fumish', 'kumish']",,fumish kumish,,,,,FALSE
f_mish,"['fumish', 'famish']",,fumish famish,,,,,FALSE
br_ony,"['bryony', 'briony']",,bryony briony,,,,,FALSE
enra_e,"['enrage', 'enrace']",,enrage enrace,,,,,FALSE
agout_,"['agouti', 'agouta', 'agouty']",,agouti agouta agouty,,,,,FALSE
lauri_,"['laurin', 'lauric']",,laurin lauric,,,,,FALSE
_uttee,"['suttee', 'puttee']",,suttee puttee,,,,,FALSE
sutt_e,"['suttee', 'suttle']",,suttee suttle,,,,,FALSE
_every,"['revery', 'severy', 'fevery']",,revery severy fevery,,,,,FALSE
r_very,"['revery', 'rivery']",,revery rivery,,,,,FALSE
sno_ty,"['snotty', 'snouty']",,snotty snouty,,,,,FALSE
creti_,"['cretin', 'cretic']",,cretin cretic,,,,,FALSE
scole_,"['scolex', 'scoley']",,scolex scoley,,,,,FALSE
sor_es,"['sortes', 'sordes']",,sortes sordes,,,,,FALSE
_ncase,"['encase', 'incase', 'uncase']",,encase incase uncase,,,,,FALSE
enca_e,"['encase', 'encage', 'encave']",,encase encage encave,,,,,FALSE
encas_,"['encase', 'encash']",,encase encash,,,,,FALSE
da_ber,"['dauber', 'dabber']",,dauber dabber,,,,,FALSE
melen_,"['melena', 'melene']",,melena melene,,,,,FALSE
_ausen,"['hausen', 'fausen']",,hausen fausen,,,,,FALSE
ca_que,"['casque', 'caique', 'calque']",,casque caique calque,,,,,FALSE
uns_ed,"['unshed', 'unsped']",,unshed unsped,,,,,FALSE
unshe_,"['unshed', 'unshet']",,unshed unshet,,,,,FALSE
tab_rd,"['tabard', 'taberd']",,tabard taberd,,,,,FALSE
w_eder,"['weeder', 'wheder']",,weeder wheder,,,,,FALSE
wee_er,"['weeder', 'weever', 'weeper']",,weeder weever weeper,,,,,FALSE
t_pman,"['tupman', 'topman']",,tupman topman,,,,,FALSE
tup_an,"['tupman', 'tupian']",,tupman tupian,,,,,FALSE
co_lum,"['collum', 'coelum']",,collum coelum,,,,,FALSE
_ntime,"['intime', 'untime']",,intime untime,,,,,FALSE
inti_e,"['intime', 'intire', 'intine', 'intice']",,intime intire intine intice,,,,,FALSE
_lushy,"['slushy', 'plushy', 'blushy']",,slushy plushy blushy,,,,,FALSE
sl_shy,"['slushy', 'sloshy', 'slashy']",,slushy sloshy slashy,,,,,FALSE
_ammas,"['lammas', 'cammas']",,lammas cammas,,,,,FALSE
lam_as,"['lammas', 'lampas']",,lammas lampas,,,,,FALSE
_uerpo,"['cuerpo', 'querpo']",,cuerpo querpo,,,,,FALSE
_olium,"['folium', 'dolium']",,folium dolium,,,,,FALSE
ree_ed,"['reeded', 'reezed']",,reeded reezed,,,,,FALSE
reede_,"['reeded', 'reeden']",,reeded reeden,,,,,FALSE
d_nder,"['dander', 'dunder']",,dander dunder,,,,,FALSE
c_oche,"['cloche', 'croche']",,cloche croche,,,,,FALSE
whee_y,"['wheezy', 'wheely']",,wheezy wheely,,,,,FALSE
_neath,"['sneath', 'aneath', 'uneath']",,sneath aneath uneath,,,,,FALSE
lu_ule,"['lunule', 'lucule']",,lunule lucule,,,,,FALSE
lunul_,"['lunule', 'lunula']",,lunule lunula,,,,,FALSE
dec_ne,"['decane', 'decene', 'decine']",,decane decene decine,,,,,FALSE
adju_e,"['adjure', 'adjute']",,adjure adjute,,,,,FALSE
_incer,"['mincer', 'wincer']",,mincer wincer,,,,,FALSE
as_ant,"['aslant', 'askant']",,aslant askant,,,,,FALSE
v_cuna,"['vicuna', 'vacuna']",,vicuna vacuna,,,,,FALSE
_egohm,"['megohm', 'begohm']",,megohm begohm,,,,,FALSE
m_nish,"['minish', 'monish']",,minish monish,,,,,FALSE
f_zzle,"['fizzle', 'fuzzle']",,fizzle fuzzle,,,,,FALSE
du_ker,"['dunker', 'ducker']",,dunker ducker,,,,,FALSE
dun_er,"['dunker', 'dunner', 'dunder', 'dunter']",,dunker dunner dunder dunter,,,,,FALSE
stive_,"['stiver', 'stives']",,stiver stives,,,,,FALSE
_mbalm,"['embalm', 'imbalm']",,embalm imbalm,,,,,FALSE
embal_,"['embalm', 'emball', 'embale']",,embalm emball embale,,,,,FALSE
roo_er,"['roofer', 'roomer', 'rooter']",,roofer roomer rooter,,,,,FALSE
bo_ide,"['boride', 'bolide']",,boride bolide,,,,,FALSE
_ampan,"['sampan', 'tampan']",,sampan tampan,,,,,FALSE
p_rvis,"['parvis', 'pervis']",,parvis pervis,,,,,FALSE
swan_y,"['swanky', 'swanny']",,swanky swanny,,,,,FALSE
bulb_l,"['bulbul', 'bulbil', 'bulbel']",,bulbul bulbil bulbel,,,,,FALSE
mori_n,"['morion', 'morian']",,morion morian,,,,,FALSE
_ostra,"['rostra', 'mostra']",,rostra mostra,,,,,FALSE
_omade,"['pomade', 'nomade']",,pomade nomade,,,,,FALSE
duri_n,"['durian', 'durion']",,durian durion,,,,,FALSE
_mpale,"['impale', 'empale']",,impale empale,,,,,FALSE
impal_,"['impale', 'impalm']",,impale impalm,,,,,FALSE
cu_let,"['cutlet', 'cullet']",,cutlet cullet,,,,,FALSE
r_bbin,"['robbin', 'rabbin']",,robbin rabbin,,,,,FALSE
darne_,"['darnel', 'darner', 'darnex']",,darnel darner darnex,,,,,FALSE
c_aver,"['craver', 'claver']",,craver claver,,,,,FALSE
nogg_n,"['noggin', 'noggen']",,noggin noggen,,,,,FALSE
sut_le,"['suttle', 'sutile']",,suttle sutile,,,,,FALSE
r_ught,"['rought', 'raught']",,rought raught,,,,,FALSE
_aunce,"['launce', 'haunce', 'paunce', 'jaunce', 'vaunce']",,launce haunce paunce jaunce vaunce,,,,,FALSE
wood_y,"['woodsy', 'woodly']",,woodsy woodly,,,,,FALSE
c_rial,"['curial', 'cerial']",,curial cerial,,,,,FALSE
cur_al,"['curial', 'curtal', 'curval']",,curial curtal curval,,,,,FALSE
_uskin,"['buskin', 'cuskin']",,buskin cuskin,,,,,FALSE
bu_kin,"['buskin', 'bumkin']",,buskin bumkin,,,,,FALSE
r_nker,"['rinker', 'ranker']",,rinker ranker,,,,,FALSE
la_ger,"['laager', 'lagger']",,laager lagger,,,,,FALSE
th_ack,"['thwack', 'thrack']",,thwack thrack,,,,,FALSE
sorbi_,"['sorbic', 'sorbin']",,sorbic sorbin,,,,,FALSE
sp_rry,"['sparry', 'spurry']",,sparry spurry,,,,,FALSE
_ubile,"['nubile', 'cubile']",,nubile cubile,,,,,FALSE
nub_le,"['nubile', 'nubble']",,nubile nubble,,,,,FALSE
m_cker,"['mocker', 'mucker']",,mocker mucker,,,,,FALSE
bi_eye,"['bigeye', 'biseye']",,bigeye biseye,,,,,FALSE
unb_nd,"['unbend', 'unbind']",,unbend unbind,,,,,FALSE
int_ne,"['intone', 'intine', 'intune']",,intone intine intune,,,,,FALSE
pil_er,"['pilfer', 'piller', 'pilser']",,pilfer piller pilser,,,,,FALSE
un_ook,"['unhook', 'unlook']",,unhook unlook,,,,,FALSE
unhoo_,"['unhook', 'unhood', 'unhoop']",,unhook unhood unhoop,,,,,FALSE
st_mie,"['stymie', 'stimie']",,stymie stimie,,,,,FALSE
tea_le,"['teazle', 'teagle', 'teasle']",,teazle teagle teasle,,,,,FALSE
w_vern,"['wyvern', 'wivern']",,wyvern wivern,,,,,FALSE
call_t,"['callot', 'callet', 'callat']",,callot callet callat,,,,,FALSE
_illon,"['billon', 'sillon']",,billon sillon,,,,,FALSE
b_llon,"['billon', 'bellon', 'bullon']",,billon bellon bullon,,,,,FALSE
_ouser,"['mouser', 'rouser', 'bouser', 'touser']",,mouser rouser bouser touser,,,,,FALSE
bu_ion,"['bunion', 'burion']",,bunion burion,,,,,FALSE
bun_on,"['bunion', 'bunyon']",,bunion bunyon,,,,,FALSE
drup_l,"['drupal', 'drupel']",,drupal drupel,,,,,FALSE
_iskin,"['siskin', 'miskin']",,siskin miskin,,,,,FALSE
_erain,"['derain', 'berain']",,derain berain,,,,,FALSE
_ooter,"['cooter', 'rooter', 'looter', 'tooter', 'mooter']",,cooter rooter looter tooter mooter,,,,,FALSE
_oupee,"['coupee', 'toupee']",,coupee toupee,,,,,FALSE
co_pee,"['coupee', 'coopee']",,coupee coopee,,,,,FALSE
coupe_,"['coupee', 'couped']",,coupee couped,,,,,FALSE
r_bato,"['rubato', 'rebato', 'rabato']",,rubato rebato rabato,,,,,FALSE
p_rism,"['purism', 'porism']",,purism porism,,,,,FALSE
_orula,"['morula', 'torula']",,morula torula,,,,,FALSE
lig_te,"['ligate', 'lighte']",,ligate lighte,,,,,FALSE
tr_vet,"['trivet', 'trevet']",,trivet trevet,,,,,FALSE
_ibber,"['bibber', 'gibber', 'fibber', 'dibber', 'jibber']",,bibber gibber fibber dibber jibber,,,,,FALSE
b_bber,"['bibber', 'bobber']",,bibber bobber,,,,,FALSE
bib_er,"['bibber', 'bibler']",,bibber bibler,,,,,FALSE
pille_,"['piller', 'pilled']",,piller pilled,,,,,FALSE
co_ped,"['copped', 'couped']",,copped couped,,,,,FALSE
_rasse,"['brasse', 'wrasse']",,brasse wrasse,,,,,FALSE
bra_se,"['brasse', 'braise']",,brasse braise,,,,,FALSE
_ndite,"['indite', 'endite']",,indite endite,,,,,FALSE
e_arch,"['exarch', 'eparch', 'enarch']",,exarch eparch enarch,,,,,FALSE
vi_ard,"['vizard', 'visard']",,vizard visard,,,,,FALSE
pit_er,"['pitter', 'pitier']",,pitter pitier,,,,,FALSE
_oddle,"['coddle', 'toddle', 'noddle']",,coddle toddle noddle,,,,,FALSE
corve_,"['corvee', 'corven', 'corvet']",,corvee corven corvet,,,,,FALSE
scurf_,"['scurfy', 'scurff']",,scurfy scurff,,,,,FALSE
_iggin,"['biggin', 'piggin']",,biggin piggin,,,,,FALSE
bigg_n,"['biggin', 'biggen', 'biggon']",,biggin biggen biggon,,,,,FALSE
_oquet,"['coquet', 'roquet', 'toquet', 'doquet']",,coquet roquet toquet doquet,,,,,FALSE
g_mmer,"['gummer', 'gammer', 'gimmer']",,gummer gammer gimmer,,,,,FALSE
repac_,"['repack', 'repace']",,repack repace,,,,,FALSE
hoopo_,"['hoopoe', 'hoopoo']",,hoopoe hoopoo,,,,,FALSE
_nbind,"['unbind', 'inbind']",,unbind inbind,,,,,FALSE
u_bind,"['unbind', 'upbind']",,unbind upbind,,,,,FALSE
me_ate,"['metate', 'mecate']",,metate mecate,,,,,FALSE
meta_e,"['metate', 'metage']",,metate metage,,,,,FALSE
tofor_,"['tofore', 'toforn']",,tofore toforn,,,,,FALSE
h_emal,"['haemal', 'hyemal']",,haemal hyemal,,,,,FALSE
haem_l,"['haemal', 'haemol']",,haemal haemol,,,,,FALSE
haema_,"['haemal', 'haemad']",,haemal haemad,,,,,FALSE
_equin,"['sequin', 'requin', 'zequin']",,sequin requin zequin,,,,,FALSE
ura_ic,"['uralic', 'uranic', 'uratic']",,uralic uranic uratic,,,,,FALSE
par_al,"['parral', 'parial']",,parral parial,,,,,FALSE
parr_l,"['parral', 'parrel']",,parral parrel,,,,,FALSE
cur_er,"['curler', 'curser']",,curler curser,,,,,FALSE
_ankle,"['rankle', 'wankle']",,rankle wankle,,,,,FALSE
ran_le,"['rankle', 'rangle']",,rankle rangle,,,,,FALSE
rankl_,"['rankle', 'rankly']",,rankle rankly,,,,,FALSE
h_gged,"['hogged', 'hagged']",,hogged hagged,,,,,FALSE
hogge_,"['hogged', 'hogget', 'hogger']",,hogged hogget hogger,,,,,FALSE
halo_d,"['haloid', 'haloed']",,haloid haloed,,,,,FALSE
c_rule,"['curule', 'cerule']",,curule cerule,,,,,FALSE
cu_ule,"['curule', 'cupule']",,curule cupule,,,,,FALSE
nona_e,"['nonage', 'nonane']",,nonage nonane,,,,,FALSE
_imper,"['simper', 'limper']",,simper limper,,,,,FALSE
si_per,"['simper', 'sipper']",,simper sipper,,,,,FALSE
_ateen,"['lateen', 'sateen']",,lateen sateen,,,,,FALSE
lat_en,"['lateen', 'latten']",,lateen latten,,,,,FALSE
_eckel,"['seckel', 'deckel']",,seckel deckel,,,,,FALSE
_aftan,"['caftan', 'kaftan']",,caftan kaftan,,,,,FALSE
_unchy,"['punchy', 'bunchy']",,punchy bunchy,,,,,FALSE
deu_ed,"['deuced', 'deused']",,deuced deused,,,,,FALSE
t_ddle,"['toddle', 'tiddle']",,toddle tiddle,,,,,FALSE
li_chi,"['litchi', 'linchi']",,litchi linchi,,,,,FALSE
o_dure,"['ordure', 'obdure']",,ordure obdure,,,,,FALSE
_pight,"['spight', 'ypight']",,spight ypight,,,,,FALSE
la_rus,"['laurus', 'labrus']",,laurus labrus,,,,,FALSE
vi_ary,"['vicary', 'vivary']",,vicary vivary,,,,,FALSE
aga_ic,"['agaric', 'agamic']",,agaric agamic,,,,,FALSE
wim_le,"['wimple', 'wimble']",,wimple wimble,,,,,FALSE
_irkin,"['firkin', 'girkin']",,firkin girkin,,,,,FALSE
re_uct,"['reduct', 'reluct']",,reduct reluct,,,,,FALSE
red_ct,"['reduct', 'redact']",,reduct redact,,,,,FALSE
redu_t,"['reduct', 'reduit']",,reduct reduit,,,,,FALSE
tendr_,"['tendre', 'tendry']",,tendre tendry,,,,,FALSE
shr_ff,"['shroff', 'shruff']",,shroff shruff,,,,,FALSE
mazam_,"['mazama', 'mazame']",,mazama mazame,,,,,FALSE
_easty,"['yeasty', 'reasty']",,yeasty reasty,,,,,FALSE
sk_rry,"['skerry', 'skurry']",,skerry skurry,,,,,FALSE
_allah,"['wallah', 'pallah']",,wallah pallah,,,,,FALSE
_ymose,"['cymose', 'zymose']",,cymose zymose,,,,,FALSE
c_mose,"['cymose', 'comose']",,cymose comose,,,,,FALSE
ca_kin,"['catkin', 'calkin']",,catkin calkin,,,,,FALSE
ra_ker,"['ranker', 'racker']",,ranker racker,,,,,FALSE
silva_,"['silvan', 'silvas']",,silvan silvas,,,,,FALSE
_ossel,"['rossel', 'dossel', 'tossel']",,rossel dossel tossel,,,,,FALSE
ros_el,"['rossel', 'rostel']",,rossel rostel,,,,,FALSE
_auser,"['causer', 'pauser']",,causer pauser,,,,,FALSE
cau_er,"['causer', 'cauter', 'cauker']",,causer cauter cauker,,,,,FALSE
_riose,"['triose', 'ariose']",,triose ariose,,,,,FALSE
trio_e,"['triose', 'triole']",,triose triole,,,,,FALSE
gi_our,"['giaour', 'gilour']",,giaour gilour,,,,,FALSE
_ocule,"['locule', 'vocule']",,locule vocule,,,,,FALSE
l_cule,"['locule', 'lucule']",,locule lucule,,,,,FALSE
stil_y,"['stilly', 'stilty']",,stilly stilty,,,,,FALSE
c_lice,"['calice', 'cilice']",,calice cilice,,,,,FALSE
a_atis,"['abatis', 'adatis']",,abatis adatis,,,,,FALSE
_ompon,"['pompon', 'tompon']",,pompon tompon,,,,,FALSE
wagg_e,"['waggle', 'waggie']",,waggle waggie,,,,,FALSE
_raken,"['kraken', 'fraken']",,kraken fraken,,,,,FALSE
s_runt,"['sprunt', 'strunt']",,sprunt strunt,,,,,FALSE
nucul_,"['nucula', 'nucule']",,nucula nucule,,,,,FALSE
cess_r,"['cesser', 'cessor']",,cesser cessor,,,,,FALSE
cer_te,"['cerate', 'cerite', 'cerote']",,cerate cerite cerote,,,,,FALSE
phy_on,"['phylon', 'phyton']",,phylon phyton,,,,,FALSE
ch_ffy,"['chaffy', 'chuffy']",,chaffy chuffy,,,,,FALSE
hul_er,"['huller', 'hulver']",,huller hulver,,,,,FALSE
_lewed,"['slewed', 'flewed']",,slewed flewed,,,,,FALSE
_anful,"['manful', 'panful']",,manful panful,,,,,FALSE
sit_en,"['sitten', 'sithen']",,sitten sithen,,,,,FALSE
dotar_,"['dotard', 'dotary']",,dotard dotary,,,,,FALSE
resea_,"['reseau', 'reseat']",,reseau reseat,,,,,FALSE
f_stic,"['fustic', 'fistic']",,fustic fistic,,,,,FALSE
r_sher,"['rusher', 'rasher']",,rusher rasher,,,,,FALSE
_osily,"['cosily', 'rosily']",,cosily rosily,,,,,FALSE
co_ily,"['cosily', 'cozily']",,cosily cozily,,,,,FALSE
bed_ug,"['bedbug', 'bedrug']",,bedbug bedrug,,,,,FALSE
_orser,"['worser', 'dorser']",,worser dorser,,,,,FALSE
fre_um,"['frenum', 'fretum']",,frenum fretum,,,,,FALSE
_evest,"['revest', 'devest']",,revest devest,,,,,FALSE
re_est,"['revest', 'regest']",,revest regest,,,,,FALSE
a_aunt,"['avaunt', 'alaunt', 'ataunt', 'adaunt']",,avaunt alaunt ataunt adaunt,,,,,FALSE
po_ler,"['pooler', 'poller']",,pooler poller,,,,,FALSE
herb_r,"['herber', 'herbar']",,herber herbar,,,,,FALSE
sa_ger,"['sauger', 'sagger']",,sauger sagger,,,,,FALSE
_asion,"['nasion', 'basion']",,nasion basion,,,,,FALSE
_ymric,"['cymric', 'kymric']",,cymric kymric,,,,,FALSE
g_bber,"['gibber', 'gabber']",,gibber gabber,,,,,FALSE
lappe_,"['lappet', 'lapper']",,lappet lapper,,,,,FALSE
na_ica,"['natica', 'narica']",,natica narica,,,,,FALSE
t_gger,"['tagger', 'tugger']",,tagger tugger,,,,,FALSE
_eckle,"['deckle', 'heckle', 'keckle']",,deckle heckle keckle,,,,,FALSE
ul_age,"['ullage', 'ulnage']",,ullage ulnage,,,,,FALSE
_yrate,"['gyrate', 'lyrate']",,gyrate lyrate,,,,,FALSE
h_gger,"['hugger', 'hogger']",,hugger hogger,,,,,FALSE
pyro_e,"['pyrope', 'pyrone']",,pyrope pyrone,,,,,FALSE
ro_mer,"['roomer', 'roamer']",,roomer roamer,,,,,FALSE
_odded,"['podded', 'dodded']",,podded dodded,,,,,FALSE
podde_,"['podded', 'podder']",,podded podder,,,,,FALSE
hemme_,"['hemmer', 'hemmel']",,hemmer hemmel,,,,,FALSE
_illot,"['billot', 'tillot']",,billot tillot,,,,,FALSE
_amose,"['ramose', 'vamose', 'hamose']",,ramose vamose hamose,,,,,FALSE
r_mose,"['ramose', 'rimose']",,ramose rimose,,,,,FALSE
pale_y,"['palely', 'palesy']",,palely palesy,,,,,FALSE
be_uin,"['beduin', 'beguin']",,beduin beguin,,,,,FALSE
_horic,"['choric', 'thoric']",,choric thoric,,,,,FALSE
rand_n,"['randon', 'randan']",,randon randan,,,,,FALSE
_eltry,"['peltry', 'feltry']",,peltry feltry,,,,,FALSE
pel_ry,"['peltry', 'pelfry']",,peltry pelfry,,,,,FALSE
pav_se,"['pavese', 'pavise']",,pavese pavise,,,,,FALSE
_ilted,"['hilted', 'kilted']",,hilted kilted,,,,,FALSE
abra_e,"['abrade', 'abrase']",,abrade abrase,,,,,FALSE
v_nery,"['venery', 'vinery']",,venery vinery,,,,,FALSE
ven_ry,"['venery', 'venary']",,venery venary,,,,,FALSE
clave_,"['claver', 'clavel']",,claver clavel,,,,,FALSE
lu_ern,"['lucern', 'lusern']",,lucern lusern,,,,,FALSE
c_dger,"['codger', 'cadger']",,codger cadger,,,,,FALSE
cod_er,"['codger', 'codder']",,codger codder,,,,,FALSE
manit_,"['manito', 'manitu']",,manito manitu,,,,,FALSE
quagg_,"['quagga', 'quaggy']",,quagga quaggy,,,,,FALSE
_mboss,"['emboss', 'imboss']",,emboss imboss,,,,,FALSE
sla_gy,"['slangy', 'slaggy']",,slangy slaggy,,,,,FALSE
ver_et,"['vervet', 'verset']",,vervet verset,,,,,FALSE
verve_,"['vervet', 'vervel']",,vervet vervel,,,,,FALSE
ana_as,"['ananas', 'anabas']",,ananas anabas,,,,,FALSE
st_rax,"['storax', 'styrax']",,storax styrax,,,,,FALSE
_ictus,"['rictus', 'victus']",,rictus victus,,,,,FALSE
_oundy,"['roundy', 'woundy']",,roundy woundy,,,,,FALSE
roun_y,"['roundy', 'rouncy']",,roundy rouncy,,,,,FALSE
inca_e,"['incase', 'incage']",,incase incage,,,,,FALSE
incas_,"['incase', 'incask']",,incase incask,,,,,FALSE
r_nnel,"['runnel', 'rannel']",,runnel rannel,,,,,FALSE
run_el,"['runnel', 'rundel']",,runnel rundel,,,,,FALSE
stemm_,"['stemma', 'stemmy']",,stemma stemmy,,,,,FALSE
avo_et,"['avocet', 'avoset']",,avocet avoset,,,,,FALSE
du_lin,"['dunlin', 'dualin']",,dunlin dualin,,,,,FALSE
t_mpan,"['tympan', 'tampan']",,tympan tampan,,,,,FALSE
r_arer,"['roarer', 'rearer']",,roarer rearer,,,,,FALSE
roa_er,"['roarer', 'roamer']",,roarer roamer,,,,,FALSE
_mbase,"['embase', 'imbase']",,embase imbase,,,,,FALSE
emba_e,"['embase', 'embale', 'embace']",,embase embale embace,,,,,FALSE
s_ccus,"['saccus', 'succus']",,saccus succus,,,,,FALSE
polla_,"['pollan', 'pollax']",,pollan pollax,,,,,FALSE
ras_er,"['rasher', 'rasper']",,rasher rasper,,,,,FALSE
_ouffe,"['bouffe', 'pouffe']",,bouffe pouffe,,,,,FALSE
vin_ry,"['vinery', 'vintry']",,vinery vintry,,,,,FALSE
bond_r,"['bonder', 'bondar']",,bonder bondar,,,,,FALSE
coni_e,"['conine', 'conite']",,conine conite,,,,,FALSE
_enger,"['lenger', 'venger']",,lenger venger,,,,,FALSE
u_coil,"['uncoil', 'upcoil']",,uncoil upcoil,,,,,FALSE
unco_l,"['uncoil', 'uncowl']",,uncoil uncowl,,,,,FALSE
uncoi_,"['uncoil', 'uncoif']",,uncoil uncoif,,,,,FALSE
_carus,"['acarus', 'scarus']",,acarus scarus,,,,,FALSE
porke_,"['porker', 'porket']",,porker porket,,,,,FALSE
be_ove,"['behove', 'belove']",,behove belove,,,,,FALSE
_rchil,"['archil', 'orchil']",,archil orchil,,,,,FALSE
squam_,"['squama', 'squame']",,squama squame,,,,,FALSE
orm_zd,"['ormuzd', 'ormazd']",,ormuzd ormazd,,,,,FALSE
ba_con,"['balcon', 'barcon']",,balcon barcon,,,,,FALSE
begir_,"['begirt', 'begird']",,begirt begird,,,,,FALSE
co_fit,"['confit', 'comfit']",,confit comfit,,,,,FALSE
confi_,"['confit', 'confix']",,confit confix,,,,,FALSE
ba_ian,"['banian', 'badian', 'bavian', 'babian']",,banian badian bavian babian,,,,,FALSE
bas_on,"['baston', 'basion']",,baston basion,,,,,FALSE
tin_an,"['tinman', 'tinean']",,tinman tinean,,,,,FALSE
st_lar,"['stylar', 'stilar']",,stylar stilar,,,,,FALSE
_agman,"['bagman', 'ragman']",,bagman ragman,,,,,FALSE
_eever,"['weever', 'keever']",,weever keever,,,,,FALSE
gaite_,"['gaited', 'gaiter']",,gaited gaiter,,,,,FALSE
re_eye,"['redeye', 'reneye']",,redeye reneye,,,,,FALSE
b_dian,"['badian', 'bodian']",,badian bodian,,,,,FALSE
fus_in,"['fusain', 'fuscin']",,fusain fuscin,,,,,FALSE
ho_den,"['hoyden', 'hoiden']",,hoyden hoiden,,,,,FALSE
ankle_,"['anklet', 'ankled']",,anklet ankled,,,,,FALSE
h_mate,"['hamate', 'humate']",,hamate humate,,,,,FALSE
ham_te,"['hamate', 'hamite']",,hamate hamite,,,,,FALSE
n_ddle,"['noddle', 'nuddle']",,noddle nuddle,,,,,FALSE
al_ern,"['altern', 'aldern']",,altern aldern,,,,,FALSE
smi_er,"['smiler', 'smiter']",,smiler smiter,,,,,FALSE
smile_,"['smiler', 'smilet']",,smiler smilet,,,,,FALSE
_ousel,"['housel', 'tousel', 'nousel']",,housel tousel nousel,,,,,FALSE
la_ner,"['lanner', 'layner']",,lanner layner,,,,,FALSE
fl_dge,"['fledge', 'flidge']",,fledge flidge,,,,,FALSE
_leche,"['fleche', 'cleche']",,fleche cleche,,,,,FALSE
brai_e,"['braise', 'braize']",,braise braize,,,,,FALSE
toupe_,"['toupee', 'toupet']",,toupee toupet,,,,,FALSE
m_rkin,"['merkin', 'morkin']",,merkin morkin,,,,,FALSE
